epoch,total_loss,u_loss,v_loss,p_loss
188,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
189,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
190,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
191,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
192,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
193,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
194,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
195,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
196,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
197,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
198,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
199,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
200,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
201,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
202,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
203,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
204,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
205,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
206,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
207,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
208,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
209,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
210,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
211,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
212,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
213,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
214,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
215,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
216,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
217,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
218,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
219,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
220,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
221,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
222,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
223,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
224,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
225,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
226,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
227,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
228,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
229,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
230,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
231,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
232,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
233,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
234,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
235,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
236,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
237,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
238,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
239,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
240,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
241,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
242,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
243,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
244,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
245,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
246,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
247,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
248,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
249,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
250,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
251,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
252,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
253,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
254,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
255,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
256,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
257,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
258,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
259,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
260,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
261,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
262,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
263,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
264,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
265,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
266,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
267,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
268,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
269,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
270,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
271,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
272,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
273,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
274,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
275,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
276,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
277,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
278,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
279,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
280,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
281,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
